full_text,text_processed,text_processed1,label,score,panjang
@gitasulastriii Pak Prabowo telah menunjukkan kinerja yang nyata melalui berbagai capaian. #KinerjaPrabowoTerbukti,prabowo kerja nyata capai kinerjaprabowoterbukti,gitasulastriii pak prabowo telah menunjukkan kinerja yang nyata melalui berbagai capaian kinerja prabowo terbukti,neutral,0.9534512162208556,5
@ayundhaqh Kinerja Pak Prabowo di Kementerian BUMN telah membawa perubahan besar pada struktur perusahaan negara yang lebih adaptif terhadap perubahan zaman. #KinerjaPrabowoTerbukti,kerja prabowo menteri bumn bawa ubah struktur usaha negara adaptif ubah zaman kinerjaprabowoterbukti,ayundhaqh kinerja pak prabowo di kementerian bumn telah membawa perubahan besar pada struktur perusahaan negara yang lebih adaptif terhadap perubahan zaman kinerja prabowo terbukti,neutral,0.97249573469162,13
@ragheeell Survei menegaskan bahwa banyak masyarakat mendukung kinerja Pak Prabowo,survei masyarakat dukung kerja prabowo,ragheeell survei menegaskan bahwa banyak masyarakat mendukung kinerja pak prabowo,neutral,0.9638106822967528,5
@ayundhaqh Pak Prabowo memfokuskan kebijakan Kementerian BUMN pada keberlanjutan dan pencapaian kinerja yang lebih optimal di masa depan. #KinerjaPrabowoTerbukti,prabowo fokus bijak menteri bumn lanjut capai kerja optimal kinerjaprabowoterbukti,ayundhaqh pak prabowo memfokuskan kebijakan kementerian bumn pada keberlanjutan dan pencapaian kinerja yang lebih optimal di masa depan kinerja prabowo terbukti,neutral,0.9849101901054382,10
@Gojo_satorouuu Pak Prabowo berhasil memperkenalkan sistem pengawasan yang lebih ketat terhadap kinerja BUMN untuk memastikan perusahaan negara berjalan dengan baik. #KinerjaPrabowoTerbukti,prabowo hasil kenal sistem awas ketat kerja bumn usaha negara jalan kinerjaprabowoterbukti,gojo satorouuu pak prabowo berhasil memperkenalkan sistem pengawasan yang lebih ketat terhadap kinerja bumn untuk memastikan perusahaan negara berjalan dengan baik kinerja prabowo terbukti,negative,0.9000208377838135,12
@gitasulastriii Kinerja Pak Prabowo sudah terbukti dengan hasil yang dapat dilihat. #KinerjaPrabowoTerbukti,kerja prabowo bukti hasil kinerjaprabowoterbukti,gitasulastriii kinerja pak prabowo sudah terbukti dengan hasil yang dapat dilihat kinerja prabowo terbukti,neutral,0.9519280791282654,5
@ragheeell Riset kredibel ungkap bahwa masyarakat merasa puas dengan kinerja Pak Prabowo. Apakah menurutmu ini sudah cukup?,riset kredibel masyarakat puas kerja prabowo turut,ragheeell riset kredibel ungkap bahwa masyarakat merasa puas dengan kinerja pak prabowo apakah menurutmu ini sudah cukup,neutral,0.9471473097801208,7
@Gojo_satorouuu Kinerja Pak Prabowo terbukti nyata dan dirasakan banyak pihak. #KinerjaPrabowoTerbukti,kerja prabowo bukti nyata rasa kinerjaprabowoterbukti,gojo satorouuu kinerja pak prabowo terbukti nyata dan dirasakan banyak pihak kinerja prabowo terbukti,negative,0.9822565913200378,6
Dari berbagai indikator penilaian publik terhadap kinerja pemerintahan Prabowo-Gibran bidang politik dan keamanan meraih apresiasi terbesar. Apresiasi ini menjadi modal sekaligus tantangan dalam pemulihan demokratisasi politik. #Riset #AdadiKompas https://t.co/b6R4dLuqV8,indikator nilai publik kerja perintah prabowo gibran bidang politik aman raih apresiasi besar apresiasi modal tantang pulih demokratisasi politik riset adadikompas,dari berbagai indikator penilaian publik terhadap kinerja pemerintahan prabowo gibran bidang politik dan keamanan meraih apresiasi terbesar apresiasi ini menjadi modal sekaligus tantangan dalam pemulihan demokratisasi politik riset adadikompas,neutral,0.9116284251213074,21
@ragheeell Lancarnya kinerja Pak Prabowo dapet pengakuan dari masyarakat survei menunjukkan.,lancar kerja prabowo dapet aku masyarakat survei,ragheeell lancarnya kinerja pak prabowo dapet pengakuan dari masyarakat survei menunjukkan,negative,0.9873917698860168,7
@ragheeell Kepuasan publik terhadap kinerja Pak Prabowo semakin membaik menurut survei terbaru. Apakah sejalan dengan opini kalian?,puas publik kerja prabowo baik survei baru jalan opini,ragheeell kepuasan publik terhadap kinerja pak prabowo semakin membaik menurut survei terbaru apakah sejalan dengan opini kalian,neutral,0.9819816946983336,9
Kinerja Presiden Prabowo Memuaskan Komisi X Minta Renovasi Sekolah dan Persiapan UN Jadi Prioritas #100HariPrabowo #PresidenPrabowo #PrabowoSubianto #FraksiPKB https://t.co/Yvc1CboCEd,kerja presiden prabowo muas komisi renovasi sekolah siap prioritas hariprabowo presidenprabowo prabowosubianto fraksipkb,kinerja presiden prabowo memuaskan komisi minta renovasi sekolah dan persiapan un jadi prioritas hariprabowo presidenprabowo prabowosubianto fraksipkb,neutral,0.9672137498855592,13
Sebanyak 80 9 persen responden di 38 provinsi menyatakan rasa puas terhadap kinerja pemerintah. Mengapa apresiasi publik di masa 100 hari Prabowo-Gibran tinggi? #Polhuk #AdadiKompas https://t.co/ToAMmo3bnm,persen responden provinsi puas kerja perintah apresiasi publik prabowo gibran polhuk adadikompas,sebanyak persen responden di provinsi menyatakan rasa puas terhadap kinerja pemerintah mengapa apresiasi publik di masa hari prabowo gibran tinggi polhuk adadikompas,positive,0.953391432762146,12
Liat kinerja Pak Prabowo jadi yakin Indonesia makin maju #KinerjaPrabowoTerbukti,liat kerja prabowo indonesia maju kinerjaprabowoterbukti,liat kinerja pak prabowo jadi yakin indonesia makin maju kinerja prabowo terbukti,negative,0.9415162205696106,6
@ragheeell Survei ungkap tingkat kepuasan publik bertambah dengan kinerja Pak Prabowo,survei tingkat puas publik tambah kerja prabowo,ragheeell survei ungkap tingkat kepuasan publik bertambah dengan kinerja pak prabowo,neutral,0.9479002356529236,7
Kinerja Prabowo-Gibran dapet applause positif dari 80 9% masyarakat luas Jalan yang mereka ambil berbuah dukungan besar #KinerjaPrabowoTerbukti,kerja prabowo gibran dapet applause positif masyarakat luas jalan ambil buah dukung kinerjaprabowoterbukti,kinerja prabowo gibran dapet applause positif dari masyarakat luas jalan yang mereka ambil berbuah dukungan besar kinerja prabowo terbukti,negative,0.9949162006378174,13
Kinerja positif yang ditunjukkan pak Prabowo bisa bikin bangga siapa aja #KinerjaPrabowoTerbukti,kerja positif prabowo bikin bangga kinerjaprabowoterbukti,kinerja positif yang ditunjukkan pak prabowo bisa bikin bangga siapa aja kinerja prabowo terbukti,negative,0.9783499240875244,6
Kinerja Presiden Prabowo berhasil membangun konektivitas antar daerah yang lebih baik #KinerjaPrabowoTerbukti,kerja presiden prabowo hasil bangun konektivitas daerah kinerjaprabowoterbukti,kinerja presiden prabowo berhasil membangun konektivitas antar daerah yang lebih baik kinerja prabowo terbukti,negative,0.9843990802764891,8
Publik ngedukung kinerja Prabowo yang emang totalitas banget #KinerjaPrabowoTerbukti,publik ngedukung kerja prabowo emang totalitas banget kinerjaprabowoterbukti,publik ngedukung kinerja prabowo yang emang totalitas banget kinerja prabowo terbukti,negative,0.9607501029968262,8
Kinerja Prabowo-Gibran dapat like besar dari rakyat 80 9% setuju itu #KinerjaPrabowoTerbukti,kerja prabowo gibran like rakyat tuju kinerjaprabowoterbukti,kinerja prabowo gibran dapat like besar dari rakyat setuju itu kinerja prabowo terbukti,negative,0.9863973259925842,7
Kinerja Presiden Prabowo bikin rakyat merasa didengar dan dihargai #KinerjaPrabowoTerbukti,kerja presiden prabowo bikin rakyat dengar harga kinerjaprabowoterbukti,kinerja presiden prabowo bikin rakyat merasa didengar dan dihargai kinerja prabowo terbukti,negative,0.9935052394866944,8
Kinerja Prabowo bikin kita yakin Indonesia bakal lebih maju #KinerjaPrabowoTerbukti,kerja prabowo bikin indonesia maju kinerjaprabowoterbukti,kinerja prabowo bikin kita yakin indonesia bakal lebih maju kinerja prabowo terbukti,negative,0.9722453951835632,6
Kinerja Prabowo-Gibran full power 80 9% rakyat kasih stempel approved! #KinerjaPrabowoTerbukti,kerja prabowo gibran full power rakyat kasih stempel approved kinerjaprabowoterbukti,kinerja prabowo gibran full power rakyat kasih stempel approved kinerja prabowo terbukti,negative,0.9914141297340392,10
Dukungan 80 9% kasih highlight ke kinerja Prabowo-Gibran yang bikin kita semua bangga #KinerjaPrabowoTerbukti,dukung kasih highlight kerja prabowo gibran bikin bangga kinerjaprabowoterbukti,dukungan kasih highlight ke kinerja prabowo gibran yang bikin kita semua bangga kinerja prabowo terbukti,negative,0.9073185324668884,9
Kinerja Pak Prabowo mendapat pengakuan publik dengan respect tinggi #KinerjaPrabowoTerbukti,kerja prabowo aku publik respect kinerjaprabowoterbukti,kinerja pak prabowo mendapat pengakuan publik dengan respect tinggi kinerja prabowo terbukti,negative,0.9949102997779846,6
Kinerja awal Prabowo-Gibran beneran disupport bikin optimis masa depan #KinerjaPrabowoTerbukti,kerja prabowo gibran beneran disupport bikin optimis kinerjaprabowoterbukti,kinerja awal prabowo gibran beneran disupport bikin optimis masa depan kinerja prabowo terbukti,neutral,0.9571275115013124,8
Kinerja Prabowo-Gibran dapet acungan jempol dari 80 9% rakyat tuh #KinerjaPrabowoTerbukti,kerja prabowo gibran dapet acung jempol rakyat tuh kinerjaprabowoterbukti,kinerja prabowo gibran dapet acungan jempol dari rakyat tuh kinerja prabowo terbukti,negative,0.9985576272010804,9
Kinerja Prabowo jadi topik hangat yang penuh inspirasi di kalangan publik #KinerjaPrabowoTerbukti,kerja prabowo topik hangat penuh inspirasi kalang publik kinerjaprabowoterbukti,kinerja prabowo jadi topik hangat yang penuh inspirasi di kalangan publik kinerja prabowo terbukti,negative,0.9245349764823914,9
Bukti kinerja Prabowo-Gibran bikin masyarakat angkat jempol tinggi #KinerjaPrabowoTerbukti,bukti kerja prabowo gibran bikin masyarakat angkat jempol kinerjaprabowoterbukti,bukti kinerja prabowo gibran bikin masyarakat angkat jempol tinggi kinerja prabowo terbukti,negative,0.9921838641166688,9
Kinerja apik Prabowo-Gibran buktikan langkah mereka dapat aplaus dari masyarakat luas #KinerjaPrabowoTerbukti,kerja apik prabowo gibran bukti langkah aplaus masyarakat luas kinerjaprabowoterbukti,kinerja bagus prabowo gibran buktikan langkah mereka dapat aplaus dari masyarakat luas kinerja prabowo terbukti,negative,0.9983286261558532,10
Makin cinta negara lihat kinerja Presiden Prabowo yang beneran serius #KinerjaPrabowoTerbukti https://t.co/jj2JwQWhZS,cinta negara lihat kerja presiden prabowo beneran serius kinerjaprabowoterbukti,makin cinta negara lihat kinerja presiden prabowo yang beneran serius kinerja prabowo terbukti,negative,0.9614415168762208,9
Di setiap daerah dampak kinerja Prabowo terasa nyata #KinerjaPrabowoTerbukti,daerah dampak kerja prabowo nyata kinerjaprabowoterbukti,di setiap daerah dampak kinerja prabowo terasa nyata kinerja prabowo terbukti,negative,0.9868462681770324,6
Tim Prabowo-Gibran sukses curi hati masyarakat dengan kinerja oke #KinerjaPrabowoTerbukti https://t.co/FHGle7xCZA,tim prabowo gibran sukses curi hati masyarakat kerja oke kinerjaprabowoterbukti,tim prabowo gibran sukses curi hati masyarakat dengan kinerja oke kinerja prabowo terbukti,neutral,0.9703511595726012,10
Rakyat puas 80 9% atas kinerja Prabowo-Gibran hasilnya sweet banget #KinerjaPrabowoTerbukti,rakyat puas kerja prabowo gibran hasil sweet banget kinerjaprabowoterbukti,rakyat puas atas kinerja prabowo gibran hasilnya sweet banget kinerja prabowo terbukti,negative,0.932858109474182,9
Survei ini buktikan Prabowo-Gibran layak lanjutkan kinerja keren mereka #KinerjaPrabowoTerbukti,survei bukti prabowo gibran layak lanjut kerja keren kinerjaprabowoterbukti,survei ini buktikan prabowo gibran layak lanjutkan kinerja keren mereka kinerja prabowo terbukti,negative,0.9967946410179138,9
Hasil kinerja Prabowo benar-benar bikin optimis #KinerjaPrabowoTerbukti,hasil kerja prabowo bikin optimis kinerjaprabowoterbukti,hasil kinerja prabowo benar benar bikin optimis kinerja prabowo terbukti,negative,0.9902368187904358,6
Masyarakat loyal banget dukung Prabowo-Gibran kinerja diapresiasi sejati #KinerjaPrabowoTerbukti https://t.co/YK10ohhITx,masyarakat loyal banget dukung prabowo gibran kerja apresiasi sejati kinerjaprabowoterbukti,masyarakat loyal banget dukung prabowo gibran kinerja diapresiasi sejati kinerja prabowo terbukti,negative,0.9986332058906556,10
Kinerja Presiden Prabowo berhasil memberikan dampak positif bagi pembangunan bangsa #KinerjaPrabowoTerbukti https://t.co/jrnGm1DuDU,kerja presiden prabowo hasil dampak positif bangun bangsa kinerjaprabowoterbukti,kinerja presiden prabowo berhasil memberikan dampak positif bagi pembangunan bangsa kinerja prabowo terbukti,negative,0.983311891555786,9
Bukan cuma janji Presiden Prabowo buktikan kinerja yang memuaskan buat banyak orang #KinerjaPrabowoTerbukti,janji presiden prabowo bukti kerja muas orang kinerjaprabowoterbukti,bukan cuma janji presiden prabowo buktikan kinerja yang memuaskan buat banyak orang kinerja prabowo terbukti,negative,0.9202312231063844,8
Tingkat kepuasan publik di atas 80% Prabowo-Gibran buktiin kinerja mantul selama 100 hari #KinerjaPrabowoTerbukti,tingkat puas publik prabowo gibran buktiin kerja mantul kinerjaprabowoterbukti,tingkat kepuasan publik di atas prabowo gibran buktiin kinerja mantul selama hari kinerja prabowo terbukti,negative,0.9881178736686708,9
Masyarakat kasih thumbs up untuk kinerja Presiden Prabowo yang memuaskan #KinerjaPrabowoTerbukti,masyarakat kasih thumbs kerja presiden prabowo muas kinerjaprabowoterbukti,masyarakat kasih thumbs up untuk kinerja presiden prabowo yang memuaskan kinerja prabowo terbukti,negative,0.9471901655197144,8
Rasa aman dan nyaman hasil kinerja Prabowo terasa nyata #KinerjaPrabowoTerbukti,aman nyaman hasil kerja prabowo nyata kinerjaprabowoterbukti,rasa aman dan nyaman hasil kinerja prabowo terasa nyata kinerja prabowo terbukti,negative,0.971056342124939,7
Kinerja 100 hari Prabowo-Gibran dapet acungan jempol publik sukses! #KinerjaPrabowoTerbukti,kerja prabowo gibran dapet acung jempol publik sukses kinerjaprabowoterbukti,kinerja hari prabowo gibran dapet acungan jempol publik sukses kinerja prabowo terbukti,negative,0.9963696002960204,9
Salut buat kinerja Prabowo yang menempatkan kepentingan rakyat di atas segalanya #KinerjaPrabowoTerbukti,salut kerja prabowo tempat penting rakyat kinerjaprabowoterbukti,salut buat kinerja prabowo yang menempatkan kepentingan rakyat di atas segalanya kinerja prabowo terbukti,negative,0.9882203340530396,7
80 9% puas sama Prabowo-Gibran berarti kinerja mereka emang juara #KinerjaPrabowoTerbukti,puas prabowo gibran kerja emang juara kinerjaprabowoterbukti,puas sama prabowo gibran berarti kinerja mereka emang juara kinerja prabowo terbukti,negative,0.9764951467514038,7
Masyarakat nggak ragu lagi sama kinerja keren Presiden Prabowo #KinerjaPrabowoTerbukti,masyarakat nggak ragu kerja keren presiden prabowo kinerjaprabowoterbukti,masyarakat tidak ragu lagi sama kinerja keren presiden prabowo kinerja prabowo terbukti,negative,0.944204330444336,8
Kinerja Prabowo-Gibran dapet nilai positif dari 80 9% masyarakat Ini nunjukin kebijakan mereka valuable di mata warga #KinerjaPrabowoTerbukti,kerja prabowo gibran dapet nilai positif masyarakat nunjukin bijak valuable mata warga kinerjaprabowoterbukti,kinerja prabowo gibran dapet nilai positif dari masyarakat ini nunjukin kebijakan mereka valuable di mata warga kinerja prabowo terbukti,negative,0.9920262694358826,13
80 9% rating positif buat Prabowo-Gibran mengesankan banget kinerja mereka layak diacungi jempol #KinerjaPrabowoTerbukti,rating positif prabowo gibran kesan banget kerja layak acung jempol kinerjaprabowoterbukti,rating positif buat prabowo gibran mengesankan banget kinerja mereka layak diacungi jempol kinerja prabowo terbukti,neutral,0.945490062236786,11
Kinerja yang cepat dan tepat buat Prabowo-Gibran dicintai masyarakat #KinerjaPrabowoTerbukti,kerja cepat prabowo gibran cinta masyarakat kinerjaprabowoterbukti,kinerja yang cepat dan tepat buat prabowo gibran dicintai masyarakat kinerja prabowo terbukti,negative,0.995583951473236,7
Kami sangat puas dengan kinerja pemerintah di bawah Presiden Prabowo #KinerjaPrabowoTerbukti,puas kerja perintah presiden prabowo kinerjaprabowoterbukti,kami sangat puas dengan kinerja pemerintah di bawah presiden prabowo kinerja prabowo terbukti,negative,0.9259295463562012,6
Kinerja 100 hari Prabowo: Layanan kesehatan gratis bikin rakyat puas berat #KinerjaPrabowoTerbukti,kerja prabowo layan sehat gratis bikin rakyat puas berat kinerjaprabowoterbukti,kinerja hari prabowo layanan kesehatan gratis bikin rakyat puas berat kinerja prabowo terbukti,negative,0.9940451383590698,10
Dari survei kinerja Prabowo-Gibran dapet nilai bagus banget #KinerjaPrabowoTerbukti,survei kerja prabowo gibran dapet nilai bagus banget kinerjaprabowoterbukti,dari survei kinerja prabowo gibran dapet nilai bagus banget kinerja prabowo terbukti,negative,0.9634212255477904,9
Kinerja Presiden Prabowo menunjukkan kepemimpinan yang kuat dan visioner #KinerjaPrabowoTerbukti,kerja presiden prabowo pimpin kuat visioner kinerjaprabowoterbukti,kinerja presiden prabowo menunjukkan kepemimpinan yang kuat dan visioner kinerja prabowo terbukti,negative,0.9427971243858336,7
Kinerja mantap Prabowo-Gibran bikin masyarakat beri applause besar #KinerjaPrabowoTerbukti,kerja mantap prabowo gibran bikin masyarakat applause kinerjaprabowoterbukti,kinerja mantap prabowo gibran bikin masyarakat beri applause besar kinerja prabowo terbukti,negative,0.9665033221244812,8
Prabowo-Gibran dapet acungan jempol dari 80 9% masyarakat Kinerja 100 hari ini nyata banget dalam publikasi positif #KinerjaPrabowoTerbukti,prabowo gibran dapet acung jempol masyarakat kerja nyata banget publikasi positif kinerjaprabowoterbukti,prabowo gibran dapet acungan jempol dari masyarakat kinerja hari ini nyata banget dalam publikasi positif kinerja prabowo terbukti,negative,0.9970645308494568,12
Kinerja positif presiden Prabowo bikin kita yakin pada langkahnya #KinerjaPrabowoTerbukti,kerja positif presiden prabowo bikin langkah kinerjaprabowoterbukti,kinerja positif presiden prabowo bikin kita yakin pada langkahnya kinerja prabowo terbukti,negative,0.9084653258323668,7
Kinerja Prabowo-Gibran bikin bangga masyarakat beri acungan jempol #KinerjaPrabowoTerbukti,kerja prabowo gibran bikin bangga masyarakat acung jempol kinerjaprabowoterbukti,kinerja prabowo gibran bikin bangga masyarakat beri acungan jempol kinerja prabowo terbukti,negative,0.9733240604400636,9
Kinerja Prabowo dalam kesehatan gratis patut dipuji #KinerjaPrabowoTerbukti,kerja prabowo sehat gratis patut puji kinerjaprabowoterbukti,kinerja prabowo dalam kesehatan gratis patut dipuji kinerja prabowo terbukti,negative,0.992339015007019,7
Dukungan dari publik bukti bahwa kinerja Prabowo-Gibran diapresiasi dengan baik #KinerjaPrabowoTerbukti,dukung publik bukti kerja prabowo gibran apresiasi kinerjaprabowoterbukti,dukungan dari publik bukti bahwa kinerja prabowo gibran diapresiasi dengan baik kinerja prabowo terbukti,negative,0.9862717390060424,8
Prabowo-Gibran sukses cetak loyalitas publik! 80 9% puas bisa jadi booster kinerja #KinerjaPrabowoTerbukti,prabowo gibran sukses cetak loyalitas publik puas booster kerja kinerjaprabowoterbukti,prabowo gibran sukses cetak loyalitas publik puas bisa jadi booster kinerja kinerja prabowo terbukti,neutral,0.9702516794204712,10
Rakyat untung besar sama hasil kinerja 100 hari kerja Prabowo-Gibran ini #KinerjaPrabowoTerbukti,rakyat untung hasil kerja kerja prabowo gibran kinerjaprabowoterbukti,rakyat untung besar sama hasil kinerja hari kerja prabowo gibran ini kinerja prabowo terbukti,negative,0.9650569558143616,8
Angka puas 80 9% itu feedback positif banget buat kinerja Prabowo-Gibran Terus maju! #KinerjaPrabowoTerbukti,angka puas feedback positif banget kerja prabowo gibran maju kinerjaprabowoterbukti,angka puas itu feedback positif banget buat kinerja prabowo gibran terus maju kinerja prabowo terbukti,neutral,0.9458174109458924,10
Prabowo leads publik setuju kinerja bikin semua hopeful untuk masa depan #KinerjaPrabowoTerbukti,prabowo leads publik tuju kerja bikin hopeful kinerjaprabowoterbukti,prabowo leads publik setuju kinerja bikin semua hopeful untuk masa depan kinerja prabowo terbukti,neutral,0.983363151550293,8
Kinerja Prabowo-Gibran dapet aplause 80 9% kepuasan publik jadi indikator positif banget #KinerjaPrabowoTerbukti,kerja prabowo gibran dapet aplause puas publik indikator positif banget kinerjaprabowoterbukti,kinerja prabowo gibran dapet aplause kepuasan publik jadi indikator positif banget kinerja prabowo terbukti,negative,0.9790192246437072,11
Respon positif dari kinerja Presiden Prabowo jadi bukti keseriusan beliau #KinerjaPrabowoTerbukti,respon positif kerja presiden prabowo bukti serius beliau kinerjaprabowoterbukti,respon positif dari kinerja presiden prabowo jadi bukti keseriusan beliau kinerja prabowo terbukti,negative,0.911942422389984,9
Prabowo-Gibran sukses biarkan kinerja mereka bersinar masyarakat puas banget #KinerjaPrabowoTerbukti,prabowo gibran sukses biar kerja sinar masyarakat puas banget kinerjaprabowoterbukti,prabowo gibran sukses biarkan kinerja mereka bersinar masyarakat puas banget kinerja prabowo terbukti,negative,0.9268842935562134,10
Survei bilang 80 9% masyarakat puas sama Prabowo-Gibran Kinerja 100 hari mereka dikasih lampu hijau buat tambah semangat #KinerjaPrabowoTerbukti,survei bilang masyarakat puas prabowo gibran kerja kasih lampu hijau semangat kinerjaprabowoterbukti,survei bilang masyarakat puas sama prabowo gibran kinerja hari mereka dikasih lampu hijau buat tambah semangat kinerja prabowo terbukti,neutral,0.9606517553329468,12
Survei bilang 80 9% puas sama Prabowo-Gibran Ini tenaga extra buat kinerja yang lebih top! #KinerjaPrabowoTerbukti,survei bilang puas prabowo gibran tenaga extra kerja top kinerjaprabowoterbukti,survei bilang puas sama prabowo gibran ini tenaga extra buat kinerja yang lebih top kinerja prabowo terbukti,neutral,0.9444859623908995,10
Infrastruktur desa ditingkatkan Prabowo tunjukkan kinerja 100 hari yang memuaskan #KinerjaPrabowoTerbukti,infrastruktur desa tingkat prabowo tunjuk kerja muas kinerjaprabowoterbukti,infrastruktur desa ditingkatkan prabowo tunjukkan kinerja hari yang memuaskan kinerja prabowo terbukti,negative,0.9966140389442444,8
Prabowo dan kinerja positif publik puas sama segala pencapaian yang dia buat #KinerjaPrabowoTerbukti,prabowo kerja positif publik puas capai kinerjaprabowoterbukti,prabowo dan kinerja positif publik puas sama segala pencapaian yang dia buat kinerja prabowo terbukti,negative,0.953844666481018,7
Apresiasi publik untuk Prabowo-Gibran jadi bukti kinerja nyatanya yang jempolan #KinerjaPrabowoTerbukti,apresiasi publik prabowo gibran bukti kerja jempol kinerjaprabowoterbukti,apresiasi publik untuk prabowo gibran jadi bukti kinerja nyatanya yang jempolan kinerja prabowo terbukti,negative,0.9969515800476074,8
Keren abis Prabowo-Gibran memuaskan 80 9% orang dalam 100 hari kerja Mari hargai kinerja inspiratif mereka #KinerjaPrabowoTerbukti,keren abis prabowo gibran muas orang kerja mari harga kerja inspiratif kinerjaprabowoterbukti,keren abis prabowo gibran memuaskan orang dalam hari kerja mari hargai kinerja inspiratif mereka kinerja prabowo terbukti,negative,0.9901320934295654,12
Makin hari Prabowo tunjukkan kinerja yang buas dalam aspek positif #KinerjaPrabowoTerbukti,prabowo tunjuk kerja buas aspek positif kinerjaprabowoterbukti,makin hari prabowo tunjukkan kinerja yang buas dalam aspek positif kinerja prabowo terbukti,negative,0.99106627702713,7
Kinerja Prabowo menjadi harapan baru bagi generasi penerus bangsa #KinerjaPrabowoTerbukti,kerja prabowo harap generasi terus bangsa kinerjaprabowoterbukti,kinerja prabowo menjadi harapan baru bagi generasi penerus bangsa kinerja prabowo terbukti,negative,0.9478654265403748,7
Indonesia bergerak maju cepat dengan kinerja hebat Pak Prabowo #KinerjaPrabowoTerbukti,indonesia gerak maju cepat kerja hebat prabowo kinerjaprabowoterbukti,indonesia bergerak maju cepat dengan kinerja hebat pak prabowo kinerja prabowo terbukti,negative,0.9142845273017884,8
Kinerja 100 hari Prabowo-Gibran bikin optimis rakyat beri dukungan tanpa batas! #KinerjaPrabowoTerbukti,kerja prabowo gibran bikin optimis rakyat dukung batas kinerjaprabowoterbukti,kinerja hari prabowo gibran bikin optimis rakyat beri dukungan tanpa batas kinerja prabowo terbukti,negative,0.989906132221222,9
Kinerja Prabowo bikin banyak orang merasa yakin dan aman #KinerjaPrabowoTerbukti,kerja prabowo bikin orang aman kinerjaprabowoterbukti,kinerja prabowo bikin banyak orang merasa yakin dan aman kinerja prabowo terbukti,negative,0.9740102887153624,6
Masyarakat merasa makin erat dengan Presiden Prabowo berkat kinerja yang memuaskan #KinerjaPrabowoTerbukti,masyarakat erat presiden prabowo berkat kerja muas kinerjaprabowoterbukti,masyarakat merasa makin erat dengan presiden prabowo berkat kinerja yang memuaskan kinerja prabowo terbukti,neutral,0.9300163388252258,8
Bangga sama Prabowo yang buktikan kinerja nggak cuma sekedar retorika #KinerjaPrabowoTerbukti,bangga prabowo bukti kerja nggak dar retorika kinerjaprabowoterbukti,bangga sama prabowo yang buktikan kinerja tidak cuma sekedar retorika kinerja prabowo terbukti,negative,0.9710968136787416,8
Kinerja Prabowo bawa angin segar buat negeri ini #KinerjaPrabowoTerbukti,kerja prabowo bawa angin segar negeri kinerjaprabowoterbukti,kinerja prabowo bawa angin segar buat negeri ini kinerja prabowo terbukti,negative,0.9396343231201172,7
Fokus positif kinerja Prabowo-Gibran buktikan kalau dia layak! #KinerjaPrabowoTerbukti,fokus positif kerja prabowo gibran bukti layak kinerjaprabowoterbukti,fokus positif kinerja prabowo gibran buktikan kalau dia layak kinerja prabowo terbukti,negative,0.9984038472175598,8
Litbang Kompas ungkap kinerja Prabowo-Gibran diakui publik 80 9% puas menunjukkan kepercayaan #KinerjaPrabowoTerbukti,litbang kompas kerja prabowo gibran aku publik puas percaya kinerjaprabowoterbukti,litbang kompas ungkap kinerja prabowo gibran diakui publik puas menunjukkan kepercayaan kinerja prabowo terbukti,negative,0.976558804512024,10
Kita support Prabowo karena bukti nyata kinerja positifnya #KinerjaPrabowoTerbukti,support prabowo bukti nyata kerja positif kinerjaprabowoterbukti,kita support prabowo karena bukti nyata kinerja positifnya kinerja prabowo terbukti,negative,0.9563107490539552,7
Survei Kompas tunjukin apresiasi masyarakat atas kinerja Prabowo-Gibran tinggi banget mantap! #KinerjaPrabowoTerbukti,survei kompas tunjukin apresiasi masyarakat kerja prabowo gibran banget mantap kinerjaprabowoterbukti,survei kompas tunjukin apresiasi masyarakat atas kinerja prabowo gibran tinggi banget mantap kinerja prabowo terbukti,negative,0.9931802749633788,11
Apresiasi tinggi 80 9% masyarakat suka sama kinerja Prabowo-Gibran #KinerjaPrabowoTerbukti,apresiasi masyarakat suka kerja prabowo gibran kinerjaprabowoterbukti,apresiasi tinggi masyarakat suka sama kinerja prabowo gibran kinerja prabowo terbukti,negative,0.983391046524048,7
Kinerja Prabowo-Gibran bikin happy 80 9% masyarakat setuju itu langkah yang tepat! #KinerjaPrabowoTerbukti,kerja prabowo gibran bikin happy masyarakat tuju langkah kinerjaprabowoterbukti,kinerja prabowo gibran bikin happy masyarakat setuju itu langkah yang tepat kinerja prabowo terbukti,negative,0.9878272414207458,9
Kinerja cemerlang Prabowo-Gibran dalam 100 hari pertama bikin publik respect #KinerjaPrabowoTerbukti,kerja cemerlang prabowo gibran bikin publik respect kinerjaprabowoterbukti,kinerja cemerlang prabowo gibran dalam hari pertama bikin publik respect kinerja prabowo terbukti,neutral,0.933624029159546,8
Kinerja Prabowo-Gibran selama 100 hari pertama dapet nilai bagus dari 80 9% publik #KinerjaPrabowoTerbukti,kerja prabowo gibran dapet nilai bagus publik kinerjaprabowoterbukti,kinerja prabowo gibran selama hari pertama dapet nilai bagus dari publik kinerja prabowo terbukti,negative,0.9962455630302428,8
