,full_text,label,text_processed,label_num
3803,Presiden Prabowo berencana menyurati Pak Rocky Gerung dan Pak Refly Harun untuk berdialog (atau sebetulnya istilah yg lebih tepat: berdebat) kenapa Indonesia dianggap gelap. Ini inisiatif baik setelah berdialog dgn 7 jurnalis senior. Tentu saja sebaiknya bukan hanya Pak,neutral,presiden prabowo rencana surati rocky gerung refly harun dialog istilah yg debat indonesia anggap gelap inisiatif dialog dgn jurnalis senior,0
3804,Semoga foto ini menjadi simbol terbebasnya Bpk Presiden dari Geng SOP (Solo Oligarki Parcok). Berharap tepat 6 bulan Presiden Prabowo berkuasa (20 April 2025) terjadi perubahan besar yg memberikan harapan perbaikan. https://t.co/7PuWh6nfp0,neutral,moga foto simbol bebas bpk presiden geng sop solo oligarki parcok harap presiden prabowo kuasa april ubah yg harap baik,0
3805,Pemerintahan Presiden @prabowo akan memangkas perantara2 alias mafia2 pupuk sehingga pupuk yg di subsidi negara bisa langsung sampe ke rakyat Sebab itulah bnyak bohir2 yg mara2 https://t.co/OTa3gmL23K,neutral,perintah presiden mangkas antara alias mafia pupuk pupuk yg subsidi negara langsung sampe rakyat bnyak bohir yg mara,0
3806,Presiden Prabowo Subianto menyebut teror kepala babi dan bangkai tikus ke kantor redaksi Tempo dilakukan oleh mereka yang ingin mengadu domba. Tak ada penjelasan siapa domba siapa yang mengadukannya. #tempodotco #tempo #Prabowo #teror #kepala #babi https://t.co/tutoMRvNk2,negative,presiden prabowo subianto sebut teror kepala babi bangkai tikus kantor redaksi tempo adu domba jelas domba adu,2
3807, Desak Anies adalah sebuah format bagus dan mendidik dalam berkampanye yang dilajukan Anies Baswedan. Prabowo tidak melakukan itu. Cara kampanyenya buruk. Tapi ketika sekarang dia jadi Presiden dan melakukan Desak Prabowo dengan 7 jurnalis ya jelas patut diapresiasi.,negative,desak anies format bagus didik kampanye laju anies baswedan prabowo kampanye buruk presiden desak prabowo jurnalis ya patut apresiasi,2
3808,Mana tuh yang mulutnya raya sok2an bilang presiden @prabowo Civil Phobia Cari tau dulu artinya biar gak malu.... https://t.co/C2b3gHZp7z,negative,tuh mulut raya sok an bilang presiden civil phobia cari tau a inya biar gak malu,2
3809,@kompascom bersedia tidak di bayar hati2 pak presiden @prabowo di dunia ini (terutama bisnis) mana ada makan siang yg gratis apalagi kerja buat negara lain gratis.,neutral,sedia bayar hati presiden dunia bisnis makan siang yg gratis kerja negara gratis,0
3810,[JUST IN] Pak Prabowo dalam acara Sarasehan Ekonomi Bersama Presiden RI: Saya waktu jadi siswa nggak terlalu hebat bahkan sekarang saya merasa tidak terlalu pintar. Tapi kiat jadi pemimpin adalah kumpulkan banyak orang pintar! ,positive,just in prabowo acara sarasehan ekonomi presiden ri siswa nggak hebat pintar kiat pimpin kumpul orang pintar,1
3811,Gak ada bayangan mul @jokowi Anda bukan jadi presiden saat ini. Terlalu banyak pidato Suka baperan Kalau anda ke pihak rakyat tolong anda ungkap 2019 itu Kemenangan anda sendiri. Ijazah palsu KPPS Demo panwaslu Km 50 Kanjuruhan COVID Dll Cc @prabowo Omon omon. https://t.co/hI8lkaVxX2,positive,gak bayang mul presiden pidato suka baperan rakyat tolong menang ijazah palsu kpps demo panwaslu km kanjuruhan covid dll cc omon omon,1
3812,Salah satu sosok lantang menyuarakan Indonesia Gelap Feri Amsari siap menerima ajakan Presiden Prabowo Subianto untuk berdialog. / #Prabowo #FeriAmsari https://t.co/6nuFHQvBe8,neutral,salah sosok lantang suara indonesia gelap feri amsari terima aja presiden prabowo subianto dialog,0
3813,@barengwarga Lah katanya bapak presiden Prabowo di wawancara ekskusif baru ini BOLEH BERKUMPUL dan BOLEH BERSERIKAT serta hal ini DIJAMIN UUD.. tapi kok malah digusur? Yang gusur berarti melawan perkataan bapak presiden dong? INVESTIGASI dong yang nggusur itu!,neutral,presiden prabowo wawancara ekskusif kumpul serikat a jamin uud gusur gusur bera i lawan kata presiden investigasi nggusur,0
3814,Presiden Prabowo Subianto menyoroti belum cairnya anggaran mobil dinas untuk para pejabat meski pemerintahannya sudah berjalan enam bulan. Ia mengatakan banyak pejabat bekerja tanpa fasilitas bahkan menyebutnya sebagai bentuk kerja bakti. Kalau mereka mau kaya raya mereka https://t.co/jUVlLYtpOE,neutral,presiden prabowo subianto sorot cair anggar mobil dinas jabat perintah jalan enam jabat fasilitas sebut bentuk kerja bakti kaya raya,0
3815,Kebijakan dan langkah-langkah yang dijalankan oleh pemerintah menghadapi 32% tarif yang dikenakan oleh Presiden AS Donald Trump saya nilai baik dan tepat. Lebih memilih negosiasi daripada retaliasi. Strategi Presiden Prabowo saya sebut dual track strategy yaitu melakukan,negative,bijak langkah langkah jalan perintah hadap tarif kena presiden as donald trump nilai pilih negosiasi retaliasi strategi presiden prabowo dual track strategy,2
3816,Orang pintar ga jadi Apa2 yg rugi bukan dirinya tapi satu negara. Orang bodoh jadi penjabat menteri aplg presiden yg untung cuma dirinya tapi yg rugi satu negara. Paham ga pak @prabowo? Seloroh Prabowo: Kadang-kadang Orang Pintar Enggak Jadi Apa-apa. https://t.co/qjMTfpZKMu,negative,orang pintar ga yg rugi negara orang bodoh jabat menteri aplg presiden yg untung yg rugi negara paham ga seloroh prabowo kadang kadang orang pintar,2
3817,@HaubAkalam @prabowo Setuju. Beda jauh. Dulu dipimpin oleh presiden terkorup sekarang dipimpin oleh menantunya yang suka menculik membantai satu kampung di Timor dan melancarkan upaya kudeta.,positive,tuju beda pimpin presiden korup pimpin menantu suka culik bantai kampung timor lancar upaya kudeta,1
3818,Sekali mendayung 2 - 3 pulau terlampaui itulah @KejaksaanRI merespon instruksi Presiden @prabowo SIKAT Koruptor plus SWASEMBADA pangan Pupuk Indonesia gercep gandeng Kejaksaan cetak sawah di lahan sitaan 330 hektar di Bekasi Hello @DPR_RI @habiburokhman jangan lupa RUU KUHAP https://t.co/UcEEv1bzLU,neutral,dayung pulau lampau merespon instruksi presiden sikat koruptor plus swasembada pangan pupuk indonesia gercep gandeng jaksa cetak sawah lahan sita hektar bekas hello lupa ruu hap,0
3819,Philomena bertanya Presiden Prabowo menjawab. Ini dia jurnalisme berimbang. https://t.co/F6bvr3M30l,negative,philomena be anya presiden prabowo jurnalisme imbang,2
3820,Indonesia seminggu ini: 1. Dikenain tarif 32% sama Trump 2. Nilai tukar IDR-USD tembus ke 17.000/1 Dolar 3. Wawancara Presiden Prabowo 4. IHSG jatuh ke angka 9 19%,positive,indonesia minggu dikenain tarif trump nilai tukar idr usd tembus dolar wawancara presiden prabowo ihsg jatuh angka,1
3821,Buktikan tidak anti kritik Presiden Prabowo bakal kirim buku ke Refly Harun &amp; Rocky Gerung https://t.co/y3ty9L8k05,negative,bukti anti kritik presiden prabowo kirim buku refly harun amp rocky gerung,2
3822,Saya bertahan menonton 3 jam lebih wawancara Presiden Prabowo dgn 7 jurnalis senior. Durasi yg sgt panjang. Sedikit membosankan? Ya. Tp bukan berarti jawaban Presiden Prabowo buruk semua. Bertahan menjawab 3 jam lebih jelas membutuhkan stamina otak dan energi yg kuat. Justru,neutral,be ahan tonton jam wawancara presiden prabowo dgn jurnalis senior durasi yg sgt bosan ya tp bera i presiden prabowo buruk be ahan jam butuh stamina otak energi yg kuat,0
3823,Disimak dari awal blunder terus malah kelihatan tempramennya sedikit naim dan tidak di temukan jawaban @prabowo Sekali kali Wakil Presiden yang katanya menang 58 % donk di wawancarai @gibran_tweet https://t.co/PTUztybg3f,neutral,simak blunder tempramennya naim temu kali wakil presiden menang donk wawancara,0
3824,@tanyarlfes Eh tapi nonton video pidato dia bareng petani ngomong 'percuma pintar gak jadi apa2 juga'. Bayangkan punya presiden ngomong kek gitu. Pantas rakyat dibodohkan kalo pinter gak bakalan milih Prabowo.,neutral,eh nonton video pidato bareng tani ngomong pintar gak bayang presiden ngomong kek gitu rakyat bodoh kalo pinter gak milih prabowo,0
3825,Pak @prabowo Jika gue yang Presiden justru aku akan balas dengan Menaikan Tarif Besar²an karena inilah kesempatan membangun dan melindungi Industrialisasi Nasional Serta Mendorong Rakyat untuk membeli produk lokal ga bosan apa bangsa ini di jajah dengan produk asing bahkan https://t.co/3CZ4dcptrF,positive,gue presiden balas naik tarif an sempat bangun lindung industrialisasi nasional a dorong rakyat beli produk lokal ga bosan bangsa jajah produk asing,1
3826,Di menit 1:10:00 Presiden Prabowo menyatakan bahwa AS memiliki hak untuk melalukan kebijakan tariff ke hampir semua negara untuk melindungi kepentingan rakyatnya. Disisi lain Presiden Prabowo juga ingin pengusaha2 Indonesia untuk lebih inovatif untuk melakukan diversifikasi,negative,menit presiden prabowo as milik hak lalu bijak tariff negara lindung penting rakyat sisi presiden prabowo usaha indonesia inovatif diversifikasi,2
3827,Presiden Prabowo Subianto merespons soal teror kepala babi yang dialamatkan kepada jurnalis Tempo. Menurutnya respons dimasak aja yang disampaikan oleh Kepala Kantor Komunikasi Presiden adalah ucapan yang teledor. https://t.co/BjyYKMQxHn,neutral,presiden prabowo subianto respons teror kepala babi alamat jurnalis tempo turut respons masak aja kepala kantor komunikasi presiden ucap teledor,0
3828,Indonesia kena imbas tarif Trump 32%. Ini pesan Presiden Prabowo Subianto untuk Donald Trump. https://t.co/m8clY5SzeB,neutral,indonesia kena imbas tarif trump pesan presiden prabowo subianto donald trump,0
3829,Presiden Prabowo Subianto dalam dialog terbuka dengan enam jurnalis di Hambalang termasuk Uni Lubis Pemimpin Redaksi IDN Times membahas transparansi pemerintah demo mahasiswa dan urgensi revisi RUU TNI. Diskusi ini juga menyoroti tantangan komunikasi publik dan pentingnya https://t.co/4fIQDI7dDD,positive,presiden prabowo subianto dialog buka enam jurnalis hambalang uni lubis pimpin redaksi idn times bahas transparansi perintah demo mahasiswa urgensi revisi ruu tni diskusi sorot tantang komunikasi publik,1
3830,Hasan Nasbi Kepala Komunikasi Kepresidenan menanggapi teror Kepala Babi ke wartawan Tempo dgn ucapan Ya dimasak saja menurut Presiden Prabowo ucapan Hasan Nasbi itu Teledor ..dan Pak @prabowo mengakui komunikasi yg kurang baik tsb adalah kesalahannya Salah angkat orang Pak?.. https://t.co/Mrmene4Tzg,neutral,hasan nasbi kepala komunikasi presiden tanggap teror kepala babi wa awan tempo dgn ucap ya masak presiden prabowo ucap hasan nasbi teledor aku komunikasi yg tsb salah salah angkat orang,0
3831,@pandji Prabowo memang tidak siap utk menjadi presiden di era demokrasi reformasi skrg! Dia tidak bisa menerima kritikan dan tidak bisa menanggapi dgn tenang layakny seorang negarawan.,positive,prabowo utk presiden era demokrasi reformasi skrg terima kritik tanggap dgn tenang layakny negarawan,1
3832,Pembahasan kilat RUU TNI menjadi sorotan publik dan memunculkan gelombang aksi demonstrasi di puluhan kota. Pemimpin Redaksi IDN Times Uni Lubis bertanya soal apa urgensi RUU TNI dibahas begitu cepat kepada Presiden Prabowo Subianto. Presiden Prabowo Subianto melakukan https://t.co/FEtSvejFT7,positive,bahas kilat ruu tni sorot publik muncul gelombang aksi demonstrasi puluh kota pimpin redaksi idn times uni lubis be anya urgensi ruu tni bahas cepat presiden prabowo subianto presiden prabowo subianto,1
3833,Rakyat mengharapkan sekali Bapak Presiden @prabowo bisa menghentikan perampokan ini https://t.co/40fnG8L2w4,negative,rakyat harap presiden henti ampo,2
3834,Prabowo Minta Maaf Atas Jawaban Teledor Kepala Kantor Komunikasi Presiden (Hasan Nasbi) terkait Teror Kepala Babi https://t.co/A41OvCbQxj,neutral,prabowo maaf teledor kepala kantor komunikasi presiden hasan nasbi kait teror kepala babi,0
3835,Buka Suara Tanggapi soal Demo Mahasiswa Masa Pemerintahannya Presiden Prabowo: Murni atau Dibayar? https://t.co/j8apuuIRRl,negative,buka suara tanggap demo mahasiswa perintah presiden prabowo murni bayar,2
3836,Momen Presiden Prabowo Mencatat Masukan dari Gubernur Aceh Saat Panen Raya di Majalengka. https://t.co/TKxPXnLcdn,neutral,momen presiden prabowo catat masuk gubernur aceh panen raya majalengka,0
3837,@barengwarga @prabowo wowo pigai masih aja kerja tanpa henti yang ditanyakan mba Nana nangkep gak sih? sampah bgt seorang presiden masih nge defense setelah berita kekacauan dimana ,neutral,wowo pigai aja kerja henti mba nana nangkep gak sih sampah bgt presiden nge defense berita kacau mana,0
3838,Kemarin Narasi dan 5 media lainnya mewawancarai Presiden Prabowo Subianto di kediamannya di Hambalang Jawa Barat. Di meja bundar ini saya dan 5 jurnalis lain bergantian bertanya kepada presiden tentang beragam topik. Saya bertanya kepada Presiden Prabowo Subianto soal RUU https://t.co/fPtTsh8tSa,neutral,kemarin narasi media wawancara presiden prabowo subianto diam hambalang jawa barat meja bundar jurnalis ganti be anya presiden agam topik be anya presiden prabowo subianto ruu,0
3839,Bu @susipudjiastuti yth sepertinya Bpk Presiden @prabowo butuh tambahan nyali utk berantas Judol karena .,neutral,bu yth sepe inya bpk presiden butuh tambah nyali utk berantas judol,0
3840,Serem banget sih TKI yg kerja di timur tengah kalau nekat ngabur dari majikan nya karena bisa saja ketemu sama germo germo terselubung &amp; di jual . Seperti si Teteh ini yg curhat minta bantuan dari Pak Presiden @prabowo . Katanya sih sudah minta bantuan KJRI Dubai https://t.co/ry4uOArKp1,negative,rem banget sih tki yg kerja timur nekat ngabur majikan nya ketemu germo germo selubung amp jual sepe i si teteh yg curhat bantu presiden sih bantu kjri dubai,2
3841,Revolusi Revolusi Gulingkan prabowo Gulingkan prabowo RUGI DONG KL PS TERGULING KMD SAMSUL JADI PRESIDEN . Knp kalian ga merasa aneh setelah #AdiliJokowi berubah menjadi #GulingkanPrabowo. Apa hanya krn PS teriak HIDUP JOKOWI. Smg dimasa dpn mmg @Prabowo hrs hati2 ngomongnya. https://t.co/5aCRLlNDW5,positive,revolusi revolusi guling prabowo guling prabowo rugi kl ps guling kmd samsul presiden knp ga aneh ubah krn ps teriak hidup jokowi smg masa dpn mmg hrs hati ngomongnya,1
3842,Dalam suasana lebaran yang penuh keberkatan saya telah menerima kunjungan silaturahmi daripada sahabat lama yang juga Presiden Indonesia yakni Bapak Prabowo Subianto lewat petang tadi. Kami berbincang mengenai isu-isu serantau yang penting termasuk dampak tarif baharu yang https://t.co/pQ7wWc9wYL,negative,suasana lebaran penuh berkat terima kunjung silaturahmi sahabat presiden indonesia prabowo subianto petang bincang isu isu rantau dampak tarif baharu,2
3843,Presiden @prabowo ke Malaysia bertemu PM @anwaribrahim minta pandangan untuk hadapi tarif timbal balik Amerika Syarikat. https://t.co/eJjFPADJ9F,neutral,presiden malaysia be emu pm pandang hadap tarif timbal amerika syarikat,0
3844,#Sepang : Presiden Indonesia Prabowo Subianto tiba hari ini untuk mengadakan pertemuan dengan Perdana Menteri Datuk Seri Anwar Ibrahim malam ini. Pesawat khas yang membawa Prabowo serta delegasi mendarat di Kompleks Bunga Raya Lapangan Terbang Antarabangsa Kuala Lumpur (KLIA) https://t.co/dxm79XoQ6N,neutral,presiden indonesia prabowo subianto ada pe emuan perdana menteri datuk seri anwar ibrahim malam pesawat khas bawa prabowo a delegasi darat kompleks bunga raya lapang terbang antarabangsa kuala lumpur klia,0
3845,@Dennysiregar7 @tempodotco @prabowo Hai! Belum ada info resmi kenapa pemred https://t.co/qloLQt0o0V gak diundang ke diskusi dengan Presiden Prabowo pada 6 April 2025 di Hambalang. Banyak spekulasi mungkin karena sikap kritis Tempo atau afiliasi politik masa lalu seperti dukungan ke rival Prabowo di 2024. Media,negative,hai info resmi pemred gak undang diskusi presiden prabowo april hambalang spekulasi sikap kritis tempo afiliasi politik sepe i dukung rival prabowo media,2
3846,@txtfromvalorant tipikal mental orba mau kritik harus ini harus itu. cocok presiden kita Prabowo,negative,tipikal mental orba kritik cocok presiden prabowo,2
3847,@BudiBukanIntel @bang_dasco @prabowo Save kok presiden save mah idup lu sendiri. Jaman begini masih aje belain politishit.,neutral,save presiden save mah idup lu jaman aje bain politishit,0
3848,Saat dunia dihebohkan Perang Tarif Trump Presiden Macron mengatakan Perancis dan Eropa ingin MEMBANGUN ekonomi masa depan BERSAMA Indonesia Akhir Mei Macron berencana temui Presiden @prabowo wujudkan kerjasama Proyek2 AMBISIUS dan PROSPEKTIF ke depan Optimis Indonesia 🇮🇩 https://t.co/0NtWMNakLG,negative,dunia heboh perang tarif trump presiden macron perancis eropa bangun ekonomi indonesia mei macron rencana temu presiden wujud kerjasama proyek ambisius prospektif optimis indonesia,2
3849,Sejumlah Artis pendukung dan Influencer bayaran mendapatkan HAMPERS dari Presiden Prabowo sementara rakyat kecil fakir miskin dan rakyat biasa lainnya mendapatkan KEBIJAKAN yg menindas dan menyengsarakan. Kurang bangsat gimana penguasa ? https://t.co/DiyWRc8jQ2,neutral,a is dukung influencer bayar hampers presiden prabowo rakyat fakir miskin rakyat bijak yg tindas sengsara bangsat gimana kuasa,0
3850,Pak Presiden @prabowo ketegasan Bapak diperlukan disini. Terlalu banyak korban teman bakul ikan saya dulu; namanya bu Isah pekerja keras gelang emasnya penuh tangan kanan kiri kalungnya satu jari; punya anak laki main judi online menang satu dua kali terus kalah terus2an,positive,presiden tegas korban teman bakul ikan nama bu isah kerja keras gelang emas penuh tangan kanan kiri kalung jari anak laki main judi online menang kali kalah an,1
3851,Presiden Dan Menterinya Sama Saja! Cuma Omon-omon Di OTAK Mereka Cuma Cuan..Cuan Dari Impor Prabowo Perintahkan Kementan Stop Impor Jagung Beras Gula dan Garam Indonesia Kembali Impor Gula Menko Zulhas: Ini Perintah Presiden Saya Enggak Berani https://t.co/jzzOdqhbY9,negative,presiden menteri omon omon otak cuan cuan impor prabowo perintah tan stop impor jagung beras gula garam indonesia impor gula menko zulhas perintah presiden berani,2
3852,@barengwarga Bukan takut tapi ini topik sensitif. Kalau lihat sistem presidensial Presiden Prabowo Subianto paling bertanggung jawab atas kebijakan pemerintah. Kebijakan awalnya seperti pemotongan anggaran dan dana Danantara kontroversial dan bisa jadi sumber masalah. Tapi ini masih,neutral,takut topik sensitif lihat sistem presidensial presiden prabowo subianto be anggung bijak perintah bijak sepe i potong anggar dana danantara kontroversial sumber,0
3853,Prabowo Presiden Indonesia yang Semakin Bodoh Di tengah ancaman tarif dagang baru dari Amerika Serikat yang mencapai 32% terhadap ekspor Indonesia Prabowo Subianto tampil dengan penuh percaya diri mengumbar strategi yang katanya akan menyelamatkan ekonomi bangsa dengan https://t.co/JgJJPCG2L7,negative,prabowo presiden indonesia bodoh ancam tarif dagang amerika serikat capai ekspor indonesia prabowo subianto tampil penuh percaya umbar strategi selamat ekonomi bangsa,2
3854,UJI UU KEPOLISIAN TIGA KONSULTAN HUKUM MEMINTA MK PERINTAHKAN PRESIDEN BERHENTIKAN KAPOLRI LISTYO SIGIT PRABOWO. https://t.co/kMORnlxnt7,positive,uji uu polisi konsultan hukum mk perintah presiden henti kapolri listyo sigit prabowo,1
3855,@ARSIPAJA amanlaaah ini Prabowo aja punya nope presiden AS ,neutral,amanlaaah prabowo aja nope presiden as,0
3856,ASEAN Kompak Hadapi @realdonaldtrump Presiden Prabowo Subianto Bahas Langkah Respons AS bareng Malaysia Singapura Filipina Brunei https://t.co/xn53mss7Lg,neutral,asean kompak hadap presiden prabowo subianto bahas langkah respons as bareng malaysia singapura filipina brunei,0
3857,Jika perilaku Korup dan Pungli semacam ini selalu Dimaafkan setelah mengembalikan hasil korupsinya Perang melawan Koruptor yang digembar-gemborkan Presiden @prabowo hanya sekelas Omon omon saja di warung kopi...!! @KPK_RI @KejaksaanRI https://t.co/cVwRlLn4uJ,neutral,perilaku korup pungli maaf kembali hasil korupsi perang lawan koruptor digembar gembor presiden kelas omon omon warung kopi,0
3858,Keren nih Presiden Amerika Setelah Keluar Dari WHO (Baca: Organisasi Berkumpulnya Kartel Farmasi) Kini Langsung Pecat Kaki Tangan Kartel Farmasi Di Pemerintahannya. Oh ya Pak @prabowo kapan anda mengusut ± 2.000 T Uang Negara Yang Amblas Untuk Plandemik Virus China Akal-akalan https://t.co/nNjwIqZ37p,negative,keren nih presiden amerika who baca organisasi kumpul ka el farmasi langsung pecat kaki tangan ka el farmasi perintah oh ya usut t uang negara amblas plandemik virus china akal akal,2
3859,Senjata Pamungkas Presiden Prabowo Subianto Hadapi Sanksi Amerika Indonesia bukanlah negara yang bisa ditekan begitu saja. Presiden Prabowo Subianto seorang mantan jenderal yang kini memimpin negara dengan tangan dingin sudah lama mencium gelagat ini. Bahkan sebelum Trump https://t.co/iAhoOgYgYd,negative,senjata pamungkas presiden prabowo subianto hadap sanksi amerika indonesia negara tekan presiden prabowo subianto mantan jenderal pimpin negara tangan dingin cium gelagat trump,2
3860,Langkah Besar Presiden Prabowo Subianto Menghadapi Kebijakan Amerika https://t.co/z9RZfKOgDM,neutral,langkah presiden prabowo subianto hadap bijak amerika,0
3861,di negeri konoha presiden merusak konstutusi dimazulkan tidak? @jokowi @prabowo @SBYudhoyono https://t.co/Qed4ESEiir,neutral,negeri konoha presiden rusak konstutusi dimazulkan,0
3862,Presiden Prabowo Subianto melayat Uskup Emeritus Keuskupan Agung Kupang Nusa Tenggara Timur (NTT) Mgr. Petrus Turang Pr di Gereja Katedral Jakarta Pusat pada Jumat https://t.co/hYT1FkJ0qa,neutral,presiden prabowo subianto layat uskup emeritus uskup agung kupang nusa tenggara timur ntt mgr petrus turang pr gereja katedral jaka a pusat jumat,0
3863,Bapak Presiden @prabowo yth Negara dan Rakyat sedang dan akan hadapi permasalahan berat. Saran solusi : 1) laksanakan yg Bapak sdh tulis dlm buku Paradoks Indonesia. 2) jadi diri sendiri yg bebas dari Jokowi dan Oligarki.,neutral,presiden yth negara rakyat hadap masalah berat saran solusi laksana yg sdh tulis dlm buku paradoks indonesia yg bebas jokowi oligarki,0
3864,Presiden Prabowo Subianto: Daripada Uangnya Dihambur-hamburkan dan Dikorupsi !!! https://t.co/CoFZJozQ3F,positive,presiden prabowo subianto uang hambur hambur korupsi,1
3865,Alhamdulillah setelah pak @jokowi Indonesia punya pemimpin yg dekat dgn rakyat Pak Presiden @prabowo datang menyalami warga di open house lebaran di istana negara Sehat sllu pak @prabowo https://t.co/5AecBx1iJk,positive,alhamdulillah indonesia pimpin yg dgn rakyat presiden salam warga open house lebaran istana negara sehat sllu,1
3866,@Fahrihamzah Presiden kita pak Prabowo adalah pemimpin dengan hati. Pemimpin dengan hati Bang? Sampai sekarang tidak ada perhatian atau imbauan kepada aparat yang memukul tenaga medis .,positive,presiden prabowo pimpin hati pimpin hati bang perhati imbau aparat pukul tenaga medis,1
3867,SURPRES RUU POLRI TELAH DIKIRIM KE DPR Surat bernomor R-13/Pres/02/2025 yang ditandatangani langsung oleh Presiden Prabowo Subianto itu terbit pada 13 Februari 2025. #TolakRUUTNI #TolakRUUPolri https://t.co/lgGekQlSl7,negative,surpres ruu polri kirim dpr surat nomor r pres ditandatangani langsung presiden prabowo subianto terbit februari,2
3868,Indonesia berada pada kondisi SIMALAKAMA. Sebagian rakyat yg sadar &amp; cinta NKRI termasuk saya MENGKRITISI DENGAN KERAS program2 pemerintahan Presiden Prabowo yang terlihat serba blunder cacat empati komunikasi &amp; etika serampangan dalam penegakan hukum korupsi tumpang tindih,neutral,indonesia kondisi simalakama rakyat yg sadar amp cinta nkri kritisi keras program perintah presiden prabowo serba blunder cacat empati komunikasi amp etika serampang tega hukum korupsi tumpang tindih,0
3869,Kemarin lihat shaf yang berjauhan saya jengkel. Tetapi melihat Presiden @prabowo sholat demikian saya terharu terenyuh.... Beliau masih mampu sholat sambil berdiri walau kepayahan dan harus ditopang. Tidak apa duduk tahiyat sudah tidak sempurna berdiri harus dibantu https://t.co/0gYHn09Urn,negative,kemarin lihat shaf jauh jengkel presiden sholat haru terenyuh beliau sholat diri payah topang duduk tahiyat sempurna diri bantu,2
3870,Pendapat obyektif berbeda dg subyektif (berpenyakit hati) Sesungguhnya banyak kebijakan Presiden @prabowo yg pro rakyat Juga kebijakan2 mengejutkan : Bank emas eksportir wajib menyimpan 100% Devisa Hasil Ekspor (DHE) Sumber Daya Alam (SDA) di bank2 domistik selama 1 th dll https://t.co/QDEV47rvV1,negative,dapat obyektif beda dg subyektif sakit hati sungguh bijak presiden yg pro rakyat bijak kejut bank emas ekspo ir wajib simpan devisa hasil ekspor dhe sumber daya alam sda bank domistik th dll,2
3871,Presiden kita pak Prabowo adalah pemimpin dengan hati. Dia tidak akan senang melihat kemiskinan dan penderitaan. Itulah cita2 nya yg tak berubah. Maka mari kita bersikap positif ambil kesempatan untuk memperbaiki keadaan diri; ekonomi kesehatan dll. Ayo kita bersama. ,positive,presiden prabowo pimpin hati senang miskin derita cita nya yg ubah mari sikap positif ambil sempat baik ekonomi sehat dll ayo,1
3872,Ini orang2 pada bergaul sama siapa sih? Kok pada flop semua temen2nya gak tau ini itu. Trus apa kabar sama temen2 bule gue yg tau orang utan Leuser tau prabowo presiden tau konflik west papua dan sampe sekarang belum pernah nemu tuh yg bahkan nama Indonesia aja ngga tau,negative,orang gaul sih flop temen nya gak tau trus kabar temen bule gue yg tau orang utan leuser tau prabowo presiden tau konflik west papua sampe nemu tuh yg nama indonesia aja ngga tau,2
3873,Saya membuat video ini dengan maksud untuk meluruskan informasi yang beredar bahwa Presiden Prabowo bermaksud menggunakan dana zakat untuk program Makan Bergizi Gratis (MBG). Setelah saya lakukan pendalaman ternyata informasi tersebut keliru dan video ini memperjelas,neutral,video maksud lurus informasi edar presiden prabowo dana zakat program makan gizi gratis mbg laku dalam informasi keliru video jelas,0
3874,Jika 5 Tahun Wapres Indonesia Kerjanya Hanya Begini² Terus Mau Mencapai Indonesia Emas Indonesia Bangkrut Iya. Wapres Kok Kek Lontong Di Tanya Wartawan Jawabnya Kok Nanti Di Lihat Nanti Di Lihat Saja Jawaban Opo Iku. Ini Sembako Dari Wapres Lontong Bukan Presiden @prabowo https://t.co/XZlHqpzIy2,negative,wapres indonesia kerja capai indonesia emas indonesia bangkrut iya wapres kek lontong wa awan lihat lihat opo iku sembako wapres lontong presiden,2
3875,Momen Presiden Prabowo Subianto ketika Mengetahui Kehadiran Prof.Emil Salim di Acara Halal Bihalal Istana. https://t.co/kwfU20wm8l,negative,momen presiden prabowo subianto hadir prof emil salim acara halal bihalal istana,2
3876,Hingga Sholat Ied pun pundak Letkol Teddy sll ada utk Pak Prabowo. Ada Ajudan Presiden seloyal dan sepaham ini selain Letkol Teddy? Itu sebabnya KASAD bilang Sy yg Jenderal blm tentu mampu melaksanakan tugas yg diemban Letkol Teddy https://t.co/TNVOPX7OHK,positive,sholat ied pundak letkol teddy sll utk prabowo ajudan presiden loyal paham letkol teddy kasad bilang sy yg jenderal blm laksana tugas yg emban letkol teddy,1
3877,@Reiza_Patters Kalau pemilih Indonesia rata-rata cerdas mungkin Anies Baswedan yang jadi Presiden 2024 bukan Prabowo Subianto yang menang dengan 58 59%. Anies dapat 24 95% Ganjar 16 47%. Nada kritismu di X soal kepemimpinan sekarang sepertinya condong ke Anies yang didukung basis oposisi,neutral,pilih indonesia cerdas anies baswedan presiden prabowo subianto menang anies ganjar nada kritis x pimpin sepe inya condong anies dukung basis oposisi,0
3878,@KompasTV @prabowo terus guna nya kau jadi presiden apa?? Cuma sebatas Presiden yg ga ada guna nya yaa??,negative,nya kau presiden batas presiden yg ga nya yaa,2
3879,Kembali di temukan pembuatan pagar di laut di kecamatan Wanara serang banten di lakukan orang luar serang. Mana presiden @prabowo @Gerindra @DPR_RI Mentri @atr_bpn @NusronWahid1 Harap diperhatikan bersihkan semua pantai laut Banten dari pemagaran para ternakan korporasi. https://t.co/6GnREvdwvL,positive,temu buat pagar laut camat wanara serang banten laku orang serang presiden tri harap perhati sih pantai laut banten pagar terna korporasi,1
