,Unnamed: 0,full_text,label,score
5512,6757,@cuitcuap_ kinerja menteri-menterinya pak Prabowo tuh konsisten &amp; gak setengah-setengah. Semua buat kita mampu hidup lebih baik Kinerja Apik Kabinet,neutral,0.9964303374290466
5515,6760,@Zakiiyah_an Kesejahteraan rakyat bukan janji belaka tetapi target yang sedang diperjuangkan dengan sungguh-sungguh oleh kabinet Prabowo. Kinerja Apik Kabinet,positive,0.9507877230644226
5517,6762,@cuitcuap_ sob Visi Prabowo buat masyarakat bahagia. Semua kabinet kerja keras yg selalu deliver kinerja hasil nyata Kinerja Apik Kabinet,neutral,0.9979484677314758
5518,6763,@prabowo_kalteng Mereka nggak banyak janji tapi banyak aksi. Kabinet Prabowo MVP sejati untuk rakyat. Kinerja Apik Kabinet,positive,0.8710981607437134
5519,6764,@Syahdan_hbb Dengan tim yang solid Prabowo membawa perubahan nyata dalam setiap aspek kehidupan rakyat. Kinerja Apik Kabinet,neutral,0.9984716773033142
5521,6766,@prabowoisme Gini ya Menteri-menteri Prabowo sangat ngerti kalau masyarakat sejahtera Indonesia juga makin maju Kinerja Apik Kabinet,negative,0.9871208071708679
5524,6769,@Syahdan_hbb Dengan fokus pada hasil nyata Prabowo memastikan bahwa kebijakan tidak berhenti di atas kertas. Kinerja Apik Kabinet,neutral,0.9957697987556458
5527,6772,@cuitcuap_ Sis menteri Prabowo tuh kayak engine yang buat visi besar jadi nyata. Fokusnya ya utk Kebaikan rakyat! Kinerja Apik Kabinet,neutral,0.9970128536224365
5528,6773,@Aninditakyya Dengan komitmen yang kuat kabinet Prabowo bekerja tanpa mengenal lelah untuk memastikan semua rakyat hidup layak dan bahagia. Kinerja Apik Kabinet,neutral,0.9969881176948547
5529,6774,@prabowo_kalteng Kabinet Prabowo adalah mesin perubahan yang nggak pernah berhenti demi rakyat. Kinerja Apik Kabinet,positive,0.8202940821647644
5530,6775,@Syahdan_hbb Kebijakan Prabowo adalah cerminan dari tekadnya untuk memperjuangkan hak-hak rakyat. Kinerja Apik Kabinet,neutral,0.9958618879318237
5532,6777,@cuitcuap_ Guys menteri pak Prabowo tuh ibarat engine yang bikin visi besar jadi nyata. Fokusnya ya untuk Kebaikan masyarakat! Kinerja Apik Kabinet,neutral,0.9982549548149109
5538,6783,@Syahdan_hbb Kebijakan Prabowo adalah wujud nyata dari komitmennya untuk menciptakan kemakmuran bersama. Kinerja Apik Kabinet,neutral,0.9962169528007507
5544,6789,@Zakiiyah_an Kesejahteraan rakyat bukan janji kosong tetapi target yang serius digarap oleh kabinet Prabowo. Kinerja Apik Kabinet,positive,0.9825834631919861
5555,6801,@CuitanMakmak Impian besar Prabowo adalah rakyat hidup makmur menterinya bekerja total untuk hasil nyata. Kinerja Apik Kabinet,neutral,0.9950652718544006
5561,6807,@CuitanMakmak Rakyat makmur menjadi impian Prabowo dengan menteri yang bekerja keras tanpa kenal waktu. Kinerja Apik Kabinet,neutral,0.9974421262741089
5563,6809,@agathadew_ menteri Prabowo itu kenyataan kalau teamwork bisa buat keadilan &amp; kemakmuran jdi kenyataan. Kinerja Apik Kabinet,negative,0.99393230676651
5567,6813,@Syahdan_hbb Kabinet Prabowo memastikan bahwa setiap kebijakan berdampak langsung pada kesejahteraan rakyat. Kinerja Apik Kabinet,neutral,0.9956343770027161
5572,6818,@Zakiiyah_an Kabinet Prabowo memastikan bahwa kesejahteraan rakyat bukan hanya janji tetapi target yang dapat tercapai. Kinerja Apik Kabinet,positive,0.9904228448867798
5587,6833,@Syahdan_hbb Menteri-menteri Prabowo selalu hadir di garis depan untuk memastikan kebijakan berdampak nyata. Kinerja Apik Kabinet,neutral,0.9981912970542908
5590,6836,@ShenaSheira Di bawah kepemimpinan Prabowo kabinetnya berkomitmen untuk memajukan sektor pertanian agar para petani mendapatkan akses yang lebih baik terhadap pasar dan dapat hidup lebih sejahtera. Kinerja Apik Kabinet,neutral,0.9970253109931946
5591,6837,@agathadew_ menteri Prabowo tuh bekerja tanpa kenal lelah buat bikin keadilan itu terasa terwujud. Kinerja Apik Kabinet,neutral,0.9972518086433411
5592,6838,@ShenaSheira Kabinet Prabowo terus memperkenalkan kebijakan yang dapat memaksimalkan potensi sumber daya alam Indonesia memberikan manfaat langsung bagi ekonomi dan kesejahteraan rakyat. Kinerja Apik Kabinet,neutral,0.9953566193580627
5594,6840,@Syahdan_hbb Prabowo memahami bahwa keadilan sosial adalah kunci untuk membangun masa depan bangsa. Kinerja Apik Kabinet,neutral,0.9952194094657898
5596,6842,@cuitcuap_ Sis menteri Prabowo tuh seperti engine yg buat visi besar jdi kenyataan. Fokusnya ya untuk Kebaikan masyarakat! Kinerja Apik Kabinet,neutral,0.9966036081314087
5597,6843,@agathadew_ Guys menteri Prabowo tuh ibarat engine yg buat visi besar jadi nyata. Fokusnya ya utk Kebaikan rakyat! Kinerja Apik Kabinet,neutral,0.9975219368934631
5598,6844,@KaliaRisna Bersama menteri-menterinya Prabowo terus menunjukkan bahwa aksi nyata lebih penting daripada sekadar janji-janji kosong. Kinerja Apik Kabinet,positive,0.8308430910110474
5600,6846,@cuitcuap_ Temans Visi Prabowo buat masyarakat senang. Semua menteri Pekerja keras yang selalu deliver kinerja hasil nyata Kinerja Apik Kabinet,neutral,0.9971977472305298
5615,6861,@CuitanMakmak Kesejahteraan rakyat adalah cita-cita Prabowo diwujudkan dengan usaha maksimal menterinya. Kinerja Apik Kabinet,positive,0.8490062355995178
5617,6863,@agathadew_ menteri pak Prabowo itu bukti kalau teamwork bisa bikin keadilan &amp; kemakmuran menjadi kenyataan. Kinerja Apik Kabinet,negative,0.9671167135238647
5618,6864,@cuitcuap_ Temen Cabinet pak Prabowo tuh kayak engine yg bikin visi besar jadi nyata. Fokusnya ya utk Kebaikan masyarakat! Kinerja Apik Kabinet,neutral,0.99793940782547
5621,6867,@CuitanMakmak Rakyat yang bahagia menjadi tujuan utama Prabowo dengan menteri yang kerja keras untuk mencapainya. Kinerja Apik Kabinet,neutral,0.99644935131073
5632,6878,@cuitcuap_ Sis Cabinet pak Prabowo tuh bagai engine yg bikin visi besar jdi nyata. Fokusnya ya utk Kebaikan rakyat! Kinerja Apik Kabinet,neutral,0.9975480437278748
5635,6881,@agathadew_ Guys Visi Prabowo buat masyarakat bahagia. Semua menteri kerja keras yang selalu mengantarkan kinerja hasil nyata Kinerja Apik Kabinet,neutral,0.997410237789154
5641,6887,@cuitcuap_ menteri Prabowo tuh hustle tidak kenal capek buat bikin keseimbangan itu terasa terwujud. Kinerja Apik Kabinet,neutral,0.9987540245056152
5645,6891,@cuitcuap_ Menteri-menterinya Prabowo tuh hustle tanpa kenal lelah buat bikin keseimbangan itu terasa jelas. Kinerja Apik Kabinet,neutral,0.9981827735900879
5653,6900,@prabowo_kalteng Prabowo tahu rakyat butuh hasil bukan janji. Kabinetnya kerja keras mewujudkan itu! Kinerja Apik Kabinet,positive,0.9695391654968262
5654,6901,@Syahdan_hbb Prabowo memastikan bahwa kebijakan pemerintah berpihak pada mereka yang paling membutuhkan. Kinerja Apik Kabinet,neutral,0.9968744516372681
5656,6903,@Zakiiyah_an Kabinet Prabowo bertekad memastikan kesejahteraan rakyat bukan hanya janji tetapi target yang tercapai. Kinerja Apik Kabinet,positive,0.9842549562454224
5658,6905,@cuitcuap_ Guys Cabinet pak Prabowo tuh bagai engine yg buat visi besar jadi nyata. Fokusnya ya untuk Kebaikan rakyat! Kinerja Apik Kabinet,neutral,0.9984825253486633
5666,6913,@Syahdan_hbb Kabinet Prabowo adalah simbol kerja keras untuk memastikan keadilan merata di seluruh negeri. Kinerja Apik Kabinet,neutral,0.9968888163566589
5668,6915,@CuitanMakmak Prabowo ingin mewujudkan rakyat sejahtera dengan menteri yang bekerja serius demi hasil nyata. Kinerja Apik Kabinet,neutral,0.9986782670021057
5669,6916,@cuitcuap_ sob Visi Prabowo bikin rakyat bahagia. Semua Menteri-menterinya Pekerja keras yg selalu deliver kinerja hasil nyata Kinerja Apik Kabinet,neutral,0.9956757426261902
5685,6932,@Syahdan_hbb Tim Prabowo bekerja seperti prajurit memastikan setiap kebijakan sampai ke tangan rakyat. Kinerja Apik Kabinet,neutral,0.997165858745575
5691,6938,@Aninditakyya Dengan tim yang solid Prabowo memastikan bahwa setiap visi yang dia miliki untuk negara diterjemahkan dalam kebijakan yang memberikan manfaat besar. Kinerja Apik Kabinet,neutral,0.9976917505264282
5693,6940,@cuitcuap_ menteri Prabowo tuh bekerja tanpa kenal lelah buat bikin keadilan itu terasa nyata. Kinerja Apik Kabinet,neutral,0.9988055229187012
5694,6941,@ShintaAyundaa Kesejahteraan for all! Prabowo pastikan menteri bekerja 24/7 untuk rakyat! Kinerja Apik Kabinet,negative,0.9638527631759644
5696,6943,@cuitcuap_ menteri pak Prabowo tuh bekerja tanpa kenal capek buat bikin keadilan itu terasa terwujud. Kinerja Apik Kabinet,neutral,0.9987767338752747
5706,6953,@Syahdan_hbb Dalam setiap keputusan Prabowo memastikan kebijakan berpihak pada rakyat yang paling membutuhkan. Kinerja Apik Kabinet,neutral,0.9970195889472961
5712,6959,@Aninditakyya Setiap visi yang Prabowo bawa ke dalam pemerintahan diterjemahkan menjadi kebijakan yang bisa dirasakan langsung oleh rakyat Indonesia. Kinerja Apik Kabinet,neutral,0.9969165325164795
5713,6960,@CuitanMakmak Prabowo ingin rakyatnya hidup bahagia dengan menteri yang bekerja sepenuh hati. Kinerja Apik Kabinet,neutral,0.9967554211616516
5715,6962,@Aninditakyya Dengan kebersamaan yang kuat Prabowo dan para menteri siap menghadapi tantangan besar yang ada di depan. Kinerja Apik Kabinet,neutral,0.9961896538734436
5716,6963,@Syahdan_hbb Menteri-menteri Prabowo adalah eksekutor yang selalu fight untuk deliver kemakmuran nyata. Kinerja Apik Kabinet,neutral,0.9962467551231384
5720,6967,@cuitcuap_ bestie Visi Prabowo bikin rakyat bahagia. Semua menteri kerja keras yg selalu mengantarkan kinerja hasil nyata Kinerja Apik Kabinet,neutral,0.9977363348007202
5725,6972,@cuitcuap_ Kerja menteri-menterinya pak Prabowo tuh konsisten &amp; gak setengah-setengah. Semua buat kita mampu hidup lebih baik Kinerja Apik Kabinet,neutral,0.9956971406936646
5726,6973,@CuitanMakmak Mimpi Prabowo adalah rakyat sejahtera menterinya bekerja penuh untuk mewujudkannya. Kinerja Apik Kabinet,neutral,0.9975517392158508
5733,6980,@cuitcuap_ kabinet Prabowo tuh bekerja tanpa kenal penat buat bikin keadilan itu terasa nyata. Kinerja Apik Kabinet,neutral,0.9987338185310364
5734,6981,@randomus_us Kabinet Prabowo bukan untuk drama tetapi untuk aksi yang benar-benar membawa manfaat bagi masyarakat Kinerja Apik Kabinet,negative,0.9690988659858704
5735,6982,@SyakilaKeyy Keadilan universal menjadi fondasi visi Prabowo dengan dukungan kabinet yang total. Kinerja Apik Kabinet,positive,0.9443007707595825
5736,6983,@Syahdan_hbb Kebijakan Prabowo adalah solusi nyata untuk mempersempit kesenjangan sosial di masyarakat. Kinerja Apik Kabinet,neutral,0.9978556036949158
5744,6991,@ShenaSheira Prabowo dan kabinetnya bekerja dengan penuh tanggung jawab untuk menciptakan kebijakan yang dapat meningkatkan taraf hidup rakyat memberikan mereka kesempatan untuk hidup lebih baik. Kinerja Apik Kabinet,neutral,0.995736837387085
5746,6993,@cuitcuap_ kabinet pak Prabowo tuh bekerja tidak kenal capek buat bikin keadilan itu terasa nyata. Kinerja Apik Kabinet,neutral,0.9983786344528198
5749,6996,@SyakilaKeyy Dalam visinya Prabowo mengutamakan keadilan dengan kabinet yang siap berjuang keras. Kinerja Apik Kabinet,positive,0.9068251848220825
5753,7000,@agathadew_ Kerja menteri Prabowo tuh sesuai &amp; gak setengah-setengah. Semua buat kita bisa hidup lebih baik Kinerja Apik Kabinet,neutral,0.9962538480758667
5754,7001,@cuitcuap_ Sis Cabinet Prabowo tuh kayak engine yg buat visi besar jadi nyata. Fokusnya ya untuk Kebaikan masyarakat! Kinerja Apik Kabinet,neutral,0.9979444146156311
5761,7008,Kerja keras kementerian Prabowo bikin visi jadi aksi. Semua untuk ketentraman kita semua Kinerja Apik Kabinet,neutral,0.9972490668296814
5768,7015,@Aninditakyya Ketika Prabowo berbicara tentang masa depan Indonesia setiap menteri berdiri di belakangnya dengan tekad yang sama untuk mewujudkannya. Kinerja Apik Kabinet,neutral,0.9969823956489563
5773,7020,@prabowo_kalteng Di balik setiap perubahan besar ada Kabinet Prabowo yang kerja gaspol tanpa rem. Kinerja Apik Kabinet,neutral,0.9959490299224854
5775,7022,Visi Prabowo: Mewujudkan kesejahteraan tanpa batas! Menterinya bekerja keras nonstop! Kinerja Apik Kabinet https://t.co/sRai3nM4pG,positive,0.8487967252731323
5776,7023,@Syahdan_hbb Kebijakan Prabowo fokus ke kita: memastikan setiap rakyat mendapat keadilan dan kemakmuran. Kinerja Apik Kabinet,neutral,0.9963100552558899
5784,7032,@Syahdan_hbb Di bawah kepemimpinan Prabowo rakyat bisa melihat perubahan nyata di setiap lini. Kinerja Apik Kabinet,neutral,0.9977906942367554
5788,7036,@Syahdan_hbb Squad Prabowo selalu bergerak cepat untuk memastikan visi rakyat happy terlaksana. Kinerja Apik Kabinet,neutral,0.9982107877731323
5792,7040,@CuitanMakmak Visi Prabowo adalah rakyat sejahtera menterinya bekerja optimal untuk hasil nyata. Kinerja Apik Kabinet,neutral,0.9973201155662537
5793,7041,@CuitanMakmak Impian Prabowo adalah rakyat yang makmur menterinya bekerja tanpa henti untuk mencapainya. Kinerja Apik Kabinet,neutral,0.9982824325561523
5794,7042,@randomus_us Semua anggota kabinet Prabowo bekerja dengan efisien mengutamakan aksi nyata untuk memastikan kebahagiaan rakyat Kinerja Apik Kabinet,neutral,0.9965333938598633
5797,7045,@Syahdan_hbb Prabowo percaya kebahagiaan rakyat adalah tanggung jawab yang harus dipenuhi. Kinerja Apik Kabinet,neutral,0.9976754784584045
5798,7046,Nih Guys Visi Presiden Prabowo masa depan rakyat lebih baik. Kabinetnya tuh gaspol buat menyelesaikannya Kinerja Apik Kabinet,neutral,0.997585654258728
5801,7049,@Syahdan_hbb Kabinet Prabowo adalah tim yang solid siap menghadapi tantangan apapun demi rakyat. Kinerja Apik Kabinet,neutral,0.9979683756828308
5803,7051,@Syahdan_hbb Dengan visi yang jelas Prabowo membawa rakyat menuju masa depan cerah. Kinerja Apik Kabinet,neutral,0.9967141151428223
5805,7053,@Zakiiyah_an Kabinet Prabowo memastikan kesejahteraan rakyat bukan janji melainkan target yang terus digarap dengan serius. Kinerja Apik Kabinet,positive,0.9968709349632263
5811,7059,@CuitanMakmak Prabowo berharap rakyatnya hidup makmur menterinya bekerja total untuk mencapainya. Kinerja Apik Kabinet,neutral,0.9982430934906006
5822,7070,@Syahdan_hbb Prabowo memastikan bahwa setiap rakyat merasa didengar dan diperhatikan. Kinerja Apik Kabinet,neutral,0.995373547077179
5825,7073,@Syahdan_hbb Dengan tim yang tangguh Prabowo membawa perubahan nyata di setiap lini pemerintahan. Kinerja Apik Kabinet,neutral,0.9985275268554688
5831,7079,@Syahdan_hbb Squad Prabowo adalah simbol kerja keras yang berbuah kesejahteraan rakyat. Kinerja Apik Kabinet,neutral,0.9974857568740845
5844,7092,@CuitanMakmak Prabowo ingin rakyat makmur dengan menteri yang bekerja serius menghasilkan hasil nyata. Kinerja Apik Kabinet,neutral,0.9962621331214905
5846,7094,kabinet Prabowo tuh paham jika rakyat sejahtera Indonesia juga makin maju Kinerja Apik Kabinet,negative,0.9674170613288879
5858,7106,@SyakilaKeyy Semua langkah yang diambil Kabinet Prabowo berorientasi pada kemajuan dan kesejahteraan rakyat Indonesia. Kinerja Apik Kabinet,positive,0.9017350673675537
5859,7107,@prabowoisme Semua langkah kabinet Prabowo dirancang buat bikin masyarakat kian happy &amp; aman Kinerja Apik Kabinet,negative,0.9561469554901123
5862,7110,@prabowo_kalteng Sistem perpajakan diperbaiki agar tidak membebani masyarakat kecil. Kinerja Apik Kabinet,neutral,0.9977642297744751
5863,7111,@KaliaRisna Kinerja kabinet Prabowo tercermin dalam kebijakan yang pro-rakyat mendorong pembangunan ekonomi yang merata di seluruh pelosok negeri. Kinerja Apik Kabinet,negative,0.976280689239502
5867,7116,@ShenaSheira Di bawah kepemimpinan Prabowo kabinetnya memastikan setiap kebijakan dan program yang dicanangkan terarah pada perbaikan hidup rakyat secara nyata. Kinerja Apik Kabinet,neutral,0.9968259334564209
5870,7119,@prabowoisme Nih guys Menteri-menteri Prabowo tuh paham kalau rakyat sejahtera Indonesia juga makin maju Kinerja Apik Kabinet,negative,0.9914939403533936
5871,7120,@ShintaAyundaa Rakyat senyum lebar bukan hanya karena janji tapi karena Kementerian Prabowo mengubah ide menjadi kenyataan yang membawa Kesejahteraan Kinerja Apik Kabinet,positive,0.838927149772644
5877,7126,@prabowoisme Ok gess Visi Presiden Prabowo masa depan rakyat makin oke. menterinya tuh gaspol buat direalisasikan Kinerja Apik Kabinet,neutral,0.9960349202156067
5884,7133,@Aninditakyya Seperti pelari maraton Menteri kabinet Prabowo memahami bahwa setiap perjalanan memerlukan ketahanan kesabaran dan kerja keras. Kinerja Apik Kabinet,neutral,0.9977582097053528
5886,7135,@SyakilaKeyy Kabinet Prabowo terus berusaha keras agar rakyat Indonesia merasakan kesejahteraan yang lebih baik. Kinerja Apik Kabinet,positive,0.9347383975982666
5888,7137,@prabowoisme Gini ya Menteri-menteri Prabowo tuh paham kalau masyarakat makmur Indonesia juga makin maju Kinerja Apik Kabinet,negative,0.9697812795639038
5895,7144,@prabowoisme Nih guys Menteri-menteri Prabowo sangat paham kalau masyarakat makmur Indonesia juga pasti maju Kinerja Apik Kabinet,negative,0.9892982244491577
5899,7148,@prabowo_kalteng Prabowo mendukung industri lokal agar mampu bersaing di pasar global. Kinerja Apik Kabinet,neutral,0.9974178075790405
5902,7151,@Aninditakyya Ketika rintangan datang Menteri kabinet Prabowo tetap teguh seperti pelari maraton yang tidak menyerah meskipun tubuh terasa lelah. Kinerja Apik Kabinet,neutral,0.9980066418647766
5905,7154,@agathadew_ Kabinet Prabowo memastikan setiap langkah adalah wujud nyata dari janji kepada rakyat. Kinerja Apik Kabinet,positive,0.9966922998428345
5912,7161,@cuitcuap_ Kabinet Prabowo bekerja dengan semangat tinggi menciptakan kebijakan yang membawa manfaat nyata Kinerja Apik Kabinet,neutral,0.9965158700942993
5915,7164,@ShintaAyundaa Kementerian Prabowo mengutamakan realisasi memastikan bahwa setiap kebijakan yang diterapkan membawa manfaat langsung bagi rakyat. Kinerja Apik Kabinet,neutral,0.9956274032592773
5919,7168,@Aninditakyya Menteri kabinet Prabowo adalah pelari maraton yang tidak mudah lelah terus berjuang untuk kesejahteraan rakyat. Kinerja Apik Kabinet,neutral,0.9956808090209961
5920,7169,@gitasulastriii Kerja keras tanpa mengenal lelah menjadi semangat utama di kabinet Prabowo untuk mencapai kemajuan Kinerja Apik Kabinet,neutral,0.9977066516876221
5931,7180,@ShintaAyundaa Prabowo selalu mengutamakan hasil yang nyata bukan janji kosong. Rakyat yang merasakannya pasti merasa bangga Kinerja Apik Kabinet,positive,0.8829131126403809
5938,7187,@KaliaRisna Di bawah kepemimpinan Menteri Prabowo Indonesia semakin terdepan dalam menciptakan kesejahteraan bagi warganya. Kinerja Apik Kabinet,neutral,0.9959606528282166
5940,7189,@ShintaAyundaa Program Kementerian Prabowo bukan sekadar rencana tetapi sebuah realisasi yang membawa perubahan nyata bagi kehidupan rakyat. Kinerja Apik Kabinet,neutral,0.995087206363678
5949,7199,@prabowo_kalteng Kebijakan energi difokuskan untuk meringankan beban rakyat. Kinerja Apik Kabinet,neutral,0.9983805418014526
5952,7202,@ShenaSheira Dengan semangat kebersamaan kabinet Prabowo bekerja untuk memastikan bahwa setiap rakyat Indonesia bisa merasakan hasil dari pembangunan yang dilakukan oleh pemerintah. Kinerja Apik Kabinet,neutral,0.997485876083374
5964,7214,@gitasulastriii Prabowo percaya bahwa kekuatan tim yang kompak akan mempercepat perubahan positif untuk negara Kinerja Apik Kabinet,neutral,0.995465099811554
5969,7219,@ShenaSheira Kabinet Prabowo memperkenalkan kebijakan-kebijakan yang mendukung pemberdayaan masyarakat agar setiap rakyat bisa mengembangkan potensi mereka dengan lebih baik. Kinerja Apik Kabinet,neutral,0.9958003163337708
5986,7236,@KaliaRisna Dalam setiap keputusan Menteri Prabowo selalu mengutamakan kepentingan rakyat banyak. Kinerja Apik Kabinet,negative,0.9906750321388245
5989,7239,@prabowo_kalteng Pemerintah Prabowo mendorong penggunaan energi terbarukan dengan harga terjangkau bagi masyarakat. Kinerja Apik Kabinet,neutral,0.9974551796913147
6001,7251,@ShintaAyundaa Kementerian Prabowo memastikan hasil yang terlihat tidak hanya konsep di atas kertas. Semua untuk kesejahteraan rakyat. Kinerja Apik Kabinet,neutral,0.9963636994361877
6007,7257,@prabowoisme seluruh langkah kabinet Prabowo dirancang buat bikin masyarakat makin happy &amp; aman Kinerja Apik Kabinet,negative,0.9501931071281433
6015,7265,@prabowoisme kabinet Prabowo tuh paham jika rakyat makmur Indonesia juga pasti maju Kinerja Apik Kabinet,negative,0.9854100942611694
6016,7266,@prabowo_kalteng Prabowo turun langsung ke lapangan untuk mendengarkan suara rakyat dan menjadikannya dasar kebijakan. Kinerja Apik Kabinet,neutral,0.9968878626823425
6022,7273,@ShenaSheira Kabinet Prabowo bekerja tanpa lelah untuk menciptakan sistem ekonomi yang dapat memberikan manfaat lebih besar bagi rakyat serta memastikan mereka mendapatkan kesempatan yang sama. Kinerja Apik Kabinet,neutral,0.9951667785644531
6026,7277,@KaliaRisna Kabinet Prabowo membuktikan bahwa setiap langkah kebijakan yang diambil dengan hati tulus dapat mendatangkan manfaat besar bagi kesejahteraan rakyat. Kinerja Apik Kabinet,positive,0.8436196446418762
6029,7280,@Zakiiyah_an Mimpi besar rakyat Indonesia tercapai berkat kerja keras yang tiada henti dari kabinet Prabowo. Kinerja Apik Kabinet,negative,0.970204770565033
6030,7281,Prabowo gak setengah-setengah buat rakyat. Menterinya selalu all-out kerja. Kinerja Apik Kabinet,negative,0.9821285009384155
6059,7310,Setiap kebijakan kabinet Prabowo dirancang untuk mengangkat kesejahteraan rakyat. Kinerja Apik Kabinet,negative,0.9574575424194336
6065,7316,menteri pak Prabowo itu kenyataan kalau teamwork bisa buat keadilan &amp; kemakmuran menjadi nyata. Kinerja Apik Kabinet,negative,0.9653457999229431
6074,7325,Prabowo fokus melindungi anak-anak dari ancaman kekerasan dan perdagangan manusia. Kinerja Apik Kabinet,negative,0.9548994302749634
6075,7326,Prabowo memandang bahwa kabinet yang profesional dan berdedikasi akan dapat mewujudkan kebijakan yang langsung memberikan manfaat bagi rakyat. Kinerja Apik Kabinet https://t.co/6xFsp6qNHP,negative,0.981630265712738
6083,7334,Kolaborasi yang kuat dan kerja keras adalah hal yang akan mendorong kemajuan Indonesia di bawah kepemimpinan Prabowo Kinerja Apik Kabinet,negative,0.9735189080238342
6086,7337,Melalui kerja keras dan ketekunan kabinet Prabowo berupaya membuat Indonesia menjadi tempat yang lebih sejahtera untuk seluruh rakyat. Kinerja Apik Kabinet https://t.co/CSwPTYFTmD,positive,0.9111850261688232
6087,7338,Gini ya Menteri-menteri Prabowo tuh ngerti kalau rakyat makmur Indonesia juga pasti maju Kinerja Apik Kabinet,negative,0.9570772647857666
6106,7357,perjuangan kementerian Prabowo bikin visi menjadi aksi. seluruh buat kesejahteraan kita Kinerja Apik Kabinet,neutral,0.9964307546615601
6109,7360,Rakyat happy bukan hanya tujuan tetapi prinsip kerja dari tim Prabowo. Kinerja Apik Kabinet,negative,0.9905659556388855
6117,7368,Guys Visi Prabowo future masyarakat makin oke. Kabinetnya tuh gaspol buat menyelesaikannya Kinerja Apik Kabinet,neutral,0.9967155456542969
6122,7373,Visi Prabowo untuk Indonesia adalah sebuah negara yang kuat dan maju melalui kerjasama semua elemen pemerintah Kinerja Apik Kabinet,negative,0.987454891204834
6123,7374,Kerja keras kementerian Prabowo buat visi jadi aksi. Semua untuk ketentraman kita Kinerja Apik Kabinet,neutral,0.9954555034637451
6131,7382,Menteri di kabinet Prabowo memiliki mental baja seperti pelari maraton tetap berjuang meski tantangan terus menghalangi demi rakyat yang lebih sejahtera. Kinerja Apik Kabinet,neutral,0.996439516544342
6135,7386,Aksi nyata kabinet Prabowo adalah bentuk komitmen untuk mewujudkan visi kemakmuran rakyat. Kinerja Apik Kabinet,neutral,0.9958567023277283
6142,7393,Rakyat yang bahagia adalah tujuan Prabowo sedangkan menteri-menterinya dikenal sebagai pekerja keras yang selalu menghasilkan pencapaian konkret. Kinerja Apik Kabinet,negative,0.9669538736343384
6154,7405,Nih guys Menteri-menteri Prabowo tuh mengerti kalau rakyat makmur Indonesia juga pasti maju Kinerja Apik Kabinet,negative,0.9895018935203552
6161,7412,Setiap kebijakan kabinet Prabowo adalah bentuk perhatian nyata untuk rakyat tanpa ada kebohongan. Kinerja Apik Kabinet,negative,0.9859623312950134
6165,7416,seluruh langkah kabinet Prabowo dirancang untuk bikin rakyat makin senang &amp; aman Kinerja Apik Kabinet,negative,0.9937974810600281
6178,7429,sob Visi Presiden Prabowo masa depan rakyat lebih baik. menterinya tuh gaspol buat di laksanakan Kinerja Apik Kabinet,neutral,0.9956847429275513
6180,7431,Temen menteri Prabowo tuh bagai engine yg buat visi besar jdi nyata. Fokusnya ya untuk Kebaikan masyarakat! Kinerja Apik Kabinet,neutral,0.9981232285499573
6191,7442,kabinet Prabowo tuh bekerja tidak kenal penat buat bikin keadilan itu terasa terwujud. Kinerja Apik Kabinet,neutral,0.9981480836868286
6192,7443,Guys menteri Prabowo tuh bagai engine yg buat visi besar jadi kenyataan. Fokusnya ya untuk Kebaikan masyarakat! Kinerja Apik Kabinet,neutral,0.9970114231109619
6196,7447,menteri Prabowo tuh hustle tanpa kenal lelah buat bikin keadilan itu terasa nyata. Kinerja Apik Kabinet,neutral,0.9971845746040344
6205,7456,Guys Visi Presiden Prabowo future masyarakat makin oke. Kabinetnya tuh gaspol buat menyelesaikannya nih Kinerja Apik Kabinet,neutral,0.9980409741401672
6221,7472,Dengan kepemimpinan yang visioner kabinet Prabowo memfokuskan seluruh energi pada peningkatan kualitas hidup rakyat melalui kebijakan yang efektif dan tepat sasaran. Kinerja Apik Kabinet,positive,0.9396808743476868
6258,7509,Setiap langkah kabinet Prabowo diarahkan untuk memenuhi kebutuhan rakyat secara maksimal. Kinerja Apik Kabinet,negative,0.9592161178588867
6274,7525,Dengan semangat yang tinggi kabinet Prabowo berkomitmen untuk memastikan bahwa kebijakan yang dijalankan benar-benar berpihak pada rakyat dan menciptakan pemerataan. Kinerja Apik Kabinet,negative,0.9611393213272095
6279,7530,Rakyat adalah alasan Prabowo terus bekerja keras bersama kabinetnya. Kinerja Apik Kabinet,negative,0.983347475528717
6294,7545,Guys Visi Prabowo masa depan rakyat makin oke. Kabinetnya tuh gaspol buat merealisasikannya semua program Kinerja Apik Kabinet,neutral,0.9973706007003784
6303,7554,Kesejahteraan for all. Prabowo dan tim all-out buat kasih hasil terbaik. Kinerja Apik Kabinet,negative,0.9573017358779907
6306,7557,Rakyat adalah kompas kabinet Prabowo semua kebijakan diarahkan untuk mereka. Kinerja Apik Kabinet,negative,0.9970393776893616
6308,7559,Gini ya Menteri-menteri Prabowo tuh paham kalau masyarakat makmur Indonesia juga pasti maju Kinerja Apik Kabinet,negative,0.9865025281906128
6312,7563,Prabowo mengajak semua menteri untuk berfokus pada kemakmuran rakyat melalui kebijakan yang adil. Kinerja Apik Kabinet https://t.co/hHyL3zz2C8,negative,0.9966235160827637
